label,name,split
yes_HockFight,fi100_xvid.avi,train
yes_HockFight,fi101_xvid.avi,train
yes_HockFight,fi102_xvid.avi,train
yes_HockFight,fi103_xvid.avi,train
yes_HockFight,fi104_xvid.avi,train
yes_HockFight,fi105_xvid.avi,train
yes_HockFight,fi106_xvid.avi,train
yes_HockFight,fi107_xvid.avi,train
yes_HockFight,fi108_xvid.avi,train
yes_HockFight,fi109_xvid.avi,train
yes_HockFight,fi10_xvid.avi,train
yes_HockFight,fi110_xvid.avi,train
yes_HockFight,fi111_xvid.avi,train
yes_HockFight,fi112_xvid.avi,train
yes_HockFight,fi113_xvid.avi,train
yes_HockFight,fi114_xvid.avi,train
yes_HockFight,fi115_xvid.avi,train
yes_HockFight,fi116_xvid.avi,train
yes_HockFight,fi117_xvid.avi,train
yes_HockFight,fi118_xvid.avi,train
yes_HockFight,fi119_xvid.avi,train
yes_HockFight,fi11_xvid.avi,train
yes_HockFight,fi120_xvid.avi,train
yes_HockFight,fi121_xvid.avi,train
yes_HockFight,fi122_xvid.avi,train
yes_HockFight,fi123_xvid.avi,train
yes_HockFight,fi124_xvid.avi,train
yes_HockFight,fi125_xvid.avi,train
yes_HockFight,fi126_xvid.avi,train
yes_HockFight,fi127_xvid.avi,train
yes_HockFight,fi128_xvid.avi,train
yes_HockFight,fi129_xvid.avi,train
yes_HockFight,fi12_xvid.avi,train
yes_HockFight,fi130_xvid.avi,train
yes_HockFight,fi131_xvid.avi,train
yes_HockFight,fi132_xvid.avi,train
yes_HockFight,fi133_xvid.avi,train
yes_HockFight,fi134_xvid.avi,train
yes_HockFight,fi135_xvid.avi,train
yes_HockFight,fi136_xvid.avi,train
yes_HockFight,fi137_xvid.avi,train
yes_HockFight,fi138_xvid.avi,train
yes_HockFight,fi139_xvid.avi,train
yes_HockFight,fi13_xvid.avi,train
yes_HockFight,fi140_xvid.avi,train
yes_HockFight,fi141_xvid.avi,train
yes_HockFight,fi142_xvid.avi,train
yes_HockFight,fi143_xvid.avi,train
yes_HockFight,fi144_xvid.avi,train
yes_HockFight,fi145_xvid.avi,train
yes_HockFight,fi146_xvid.avi,train
yes_HockFight,fi147_xvid.avi,train
yes_HockFight,fi148_xvid.avi,train
yes_HockFight,fi149_xvid.avi,train
yes_HockFight,fi14_xvid.avi,train
yes_HockFight,fi150_xvid.avi,train
yes_HockFight,fi151_xvid.avi,train
yes_HockFight,fi152_xvid.avi,train
yes_HockFight,fi153_xvid.avi,train
yes_HockFight,fi154_xvid.avi,train
yes_HockFight,fi155_xvid.avi,train
yes_HockFight,fi156_xvid.avi,train
yes_HockFight,fi157_xvid.avi,train
yes_HockFight,fi158_xvid.avi,train
yes_HockFight,fi159_xvid.avi,train
yes_HockFight,fi15_xvid.avi,train
yes_HockFight,fi160_xvid.avi,train
yes_HockFight,fi161_xvid.avi,train
yes_HockFight,fi162_xvid.avi,train
yes_HockFight,fi163_xvid.avi,train
yes_HockFight,fi164_xvid.avi,train
yes_HockFight,fi165_xvid.avi,train
yes_HockFight,fi166_xvid.avi,train
yes_HockFight,fi167_xvid.avi,train
yes_HockFight,fi168_xvid.avi,train
yes_HockFight,fi169_xvid.avi,train
yes_HockFight,fi16_xvid.avi,train
yes_HockFight,fi170_xvid.avi,train
yes_HockFight,fi171_xvid.avi,train
yes_HockFight,fi172_xvid.avi,train
yes_HockFight,fi173_xvid.avi,train
yes_HockFight,fi174_xvid.avi,train
yes_HockFight,fi175_xvid.avi,train
yes_HockFight,fi176_xvid.avi,train
yes_HockFight,fi177_xvid.avi,train
yes_HockFight,fi178_xvid.avi,train
yes_HockFight,fi179_xvid.avi,train
yes_HockFight,fi17_xvid.avi,train
yes_HockFight,fi180_xvid.avi,train
yes_HockFight,fi181_xvid.avi,train
yes_HockFight,fi182_xvid.avi,train
yes_HockFight,fi183_xvid.avi,train
yes_HockFight,fi184_xvid.avi,train
yes_HockFight,fi185_xvid.avi,train
yes_HockFight,fi186_xvid.avi,train
yes_HockFight,fi187_xvid.avi,train
yes_HockFight,fi188_xvid.avi,train
yes_HockFight,fi189_xvid.avi,train
yes_HockFight,fi18_xvid.avi,train
yes_HockFight,fi190_xvid.avi,train
yes_HockFight,fi191_xvid.avi,train
yes_HockFight,fi192_xvid.avi,train
yes_HockFight,fi193_xvid.avi,train
yes_HockFight,fi194_xvid.avi,train
yes_HockFight,fi195_xvid.avi,train
yes_HockFight,fi196_xvid.avi,train
yes_HockFight,fi197_xvid.avi,train
yes_HockFight,fi198_xvid.avi,train
yes_HockFight,fi199_xvid.avi,train
yes_HockFight,fi19_xvid.avi,train
yes_HockFight,fi1_xvid.avi,train
yes_HockFight,fi200_xvid.avi,train
yes_HockFight,fi201_xvid.avi,train
yes_HockFight,fi202_xvid.avi,train
yes_HockFight,fi203_xvid.avi,train
yes_HockFight,fi204_xvid.avi,train
yes_HockFight,fi205_xvid.avi,train
yes_HockFight,fi206_xvid.avi,train
yes_HockFight,fi207_xvid.avi,train
yes_HockFight,fi208_xvid.avi,train
yes_HockFight,fi209_xvid.avi,train
yes_HockFight,fi20_xvid.avi,train
yes_HockFight,fi210_xvid.avi,train
yes_HockFight,fi211_xvid.avi,train
yes_HockFight,fi212_xvid.avi,train
yes_HockFight,fi213_xvid.avi,train
yes_HockFight,fi214_xvid.avi,train
yes_HockFight,fi215_xvid.avi,train
yes_HockFight,fi216_xvid.avi,train
yes_HockFight,fi217_xvid.avi,train
yes_HockFight,fi218_xvid.avi,train
yes_HockFight,fi219_xvid.avi,train
yes_HockFight,fi21_xvid.avi,train
yes_HockFight,fi220_xvid.avi,train
yes_HockFight,fi221_xvid.avi,train
yes_HockFight,fi222_xvid.avi,train
yes_HockFight,fi223_xvid.avi,train
yes_HockFight,fi224_xvid.avi,train
yes_HockFight,fi225_xvid.avi,train
yes_HockFight,fi226_xvid.avi,train
yes_HockFight,fi227_xvid.avi,train
yes_HockFight,fi228_xvid.avi,train
yes_HockFight,fi229_xvid.avi,train
yes_HockFight,fi22_xvid.avi,train
yes_HockFight,fi230_xvid.avi,train
yes_HockFight,fi231_xvid.avi,train
yes_HockFight,fi232_xvid.avi,train
yes_HockFight,fi233_xvid.avi,train
yes_HockFight,fi234_xvid.avi,train
yes_HockFight,fi235_xvid.avi,train
yes_HockFight,fi236_xvid.avi,train
yes_HockFight,fi237_xvid.avi,train
yes_HockFight,fi238_xvid.avi,train
yes_HockFight,fi239_xvid.avi,train
yes_HockFight,fi23_xvid.avi,train
yes_HockFight,fi240_xvid.avi,train
yes_HockFight,fi241_xvid.avi,train
yes_HockFight,fi242_xvid.avi,train
yes_HockFight,fi243_xvid.avi,train
yes_HockFight,fi244_xvid.avi,train
yes_HockFight,fi245_xvid.avi,train
yes_HockFight,fi246_xvid.avi,train
yes_HockFight,fi247_xvid.avi,train
yes_HockFight,fi248_xvid.avi,train
yes_HockFight,fi249_xvid.avi,train
yes_HockFight,fi24_xvid.avi,train
yes_HockFight,fi250_xvid.avi,train
yes_HockFight,fi251_xvid.avi,train
yes_HockFight,fi252_xvid.avi,train
yes_HockFight,fi253_xvid.avi,train
yes_HockFight,fi254_xvid.avi,train
yes_HockFight,fi255_xvid.avi,train
yes_HockFight,fi256_xvid.avi,train
yes_HockFight,fi257_xvid.avi,train
yes_HockFight,fi258_xvid.avi,train
yes_HockFight,fi259_xvid.avi,train
yes_HockFight,fi25_xvid.avi,train
yes_HockFight,fi260_xvid.avi,train
yes_HockFight,fi261_xvid.avi,train
yes_HockFight,fi262_xvid.avi,train
yes_HockFight,fi263_xvid.avi,train
yes_HockFight,fi264_xvid.avi,train
yes_HockFight,fi265_xvid.avi,train
yes_HockFight,fi266_xvid.avi,train
yes_HockFight,fi267_xvid.avi,train
yes_HockFight,fi268_xvid.avi,train
yes_HockFight,fi269_xvid.avi,train
yes_HockFight,fi26_xvid.avi,train
yes_HockFight,fi270_xvid.avi,train
yes_HockFight,fi271_xvid.avi,train
yes_HockFight,fi272_xvid.avi,train
yes_HockFight,fi273_xvid.avi,train
yes_HockFight,fi274_xvid.avi,train
yes_HockFight,fi275_xvid.avi,train
yes_HockFight,fi276_xvid.avi,train
yes_HockFight,fi277_xvid.avi,train
yes_HockFight,fi278_xvid.avi,train
yes_HockFight,fi279_xvid.avi,train
yes_HockFight,fi27_xvid.avi,train
yes_HockFight,fi280_xvid.avi,train
yes_HockFight,fi281_xvid.avi,train
yes_HockFight,fi282_xvid.avi,train
yes_HockFight,fi283_xvid.avi,train
yes_HockFight,fi284_xvid.avi,train
yes_HockFight,fi285_xvid.avi,train
yes_HockFight,fi286_xvid.avi,train
yes_HockFight,fi287_xvid.avi,train
yes_HockFight,fi288_xvid.avi,train
yes_HockFight,fi289_xvid.avi,train
yes_HockFight,fi28_xvid.avi,train
yes_HockFight,fi290_xvid.avi,train
yes_HockFight,fi291_xvid.avi,train
yes_HockFight,fi292_xvid.avi,train
yes_HockFight,fi293_xvid.avi,train
yes_HockFight,fi294_xvid.avi,train
yes_HockFight,fi295_xvid.avi,train
yes_HockFight,fi296_xvid.avi,train
yes_HockFight,fi297_xvid.avi,train
yes_HockFight,fi298_xvid.avi,train
yes_HockFight,fi299_xvid.avi,train
yes_HockFight,fi29_xvid.avi,train
yes_HockFight,fi2_xvid.avi,train
yes_HockFight,fi300_xvid.avi,train
yes_HockFight,fi301_xvid.avi,train
yes_HockFight,fi302_xvid.avi,train
yes_HockFight,fi303_xvid.avi,train
yes_HockFight,fi304_xvid.avi,train
yes_HockFight,fi305_xvid.avi,train
yes_HockFight,fi306_xvid.avi,train
yes_HockFight,fi307_xvid.avi,train
yes_HockFight,fi308_xvid.avi,train
yes_HockFight,fi309_xvid.avi,train
yes_HockFight,fi30_xvid.avi,train
yes_HockFight,fi310_xvid.avi,train
yes_HockFight,fi311_xvid.avi,train
yes_HockFight,fi312_xvid.avi,train
yes_HockFight,fi313_xvid.avi,train
yes_HockFight,fi314_xvid.avi,train
yes_HockFight,fi315_xvid.avi,train
yes_HockFight,fi316_xvid.avi,train
yes_HockFight,fi317_xvid.avi,train
yes_HockFight,fi318_xvid.avi,train
yes_HockFight,fi319_xvid.avi,train
yes_HockFight,fi31_xvid.avi,train
yes_HockFight,fi320_xvid.avi,train
yes_HockFight,fi321_xvid.avi,train
yes_HockFight,fi322_xvid.avi,train
yes_HockFight,fi323_xvid.avi,train
yes_HockFight,fi324_xvid.avi,train
yes_HockFight,fi325_xvid.avi,train
yes_HockFight,fi326_xvid.avi,train
yes_HockFight,fi327_xvid.avi,train
yes_HockFight,fi328_xvid.avi,train
yes_HockFight,fi329_xvid.avi,train
yes_HockFight,fi32_xvid.avi,train
yes_HockFight,fi330_xvid.avi,train
yes_HockFight,fi331_xvid.avi,train
yes_HockFight,fi332_xvid.avi,train
yes_HockFight,fi333_xvid.avi,train
yes_HockFight,fi334_xvid.avi,train
yes_HockFight,fi335_xvid.avi,train
yes_HockFight,fi336_xvid.avi,train
yes_HockFight,fi337_xvid.avi,train
yes_HockFight,fi338_xvid.avi,train
yes_HockFight,fi339_xvid.avi,train
yes_HockFight,fi33_xvid.avi,train
yes_HockFight,fi340_xvid.avi,train
yes_HockFight,fi341_xvid.avi,train
yes_HockFight,fi342_xvid.avi,train
yes_HockFight,fi343_xvid.avi,train
yes_HockFight,fi344_xvid.avi,train
yes_HockFight,fi345_xvid.avi,train
yes_HockFight,fi346_xvid.avi,train
yes_HockFight,fi347_xvid.avi,train
yes_HockFight,fi348_xvid.avi,train
yes_HockFight,fi349_xvid.avi,train
yes_HockFight,fi34_xvid.avi,train
yes_HockFight,fi350_xvid.avi,train
